id,id_arene,id_dresseur,date_combat,resultat
161,40,6,2024-06-01,Defaite
162,80,6,2020-09-21,Defaite
163,55,6,2022-07-01,Defaite
164,71,6,2023-04-06,Victoire
165,70,6,2020-01-08,Defaite
166,48,6,2019-12-22,Victoire
167,16,6,2022-10-12,Victoire
168,10,6,2023-03-10,Victoire
169,64,6,2019-03-30,Victoire
170,18,6,2020-06-08,Defaite
171,9,6,2022-11-17,Defaite
172,58,6,2019-03-11,Defaite
173,66,6,2019-04-01,Victoire
174,52,6,2022-02-03,Defaite
175,57,6,2019-04-13,Defaite
176,46,6,2020-08-08,Defaite
177,19,6,2022-01-29,Victoire
178,68,6,2024-09-09,Victoire
179,22,6,2023-10-17,Defaite
180,23,6,2023-08-08,Victoire
181,27,6,2024-03-20,Defaite
182,31,6,2021-01-26,Victoire
183,3,6,2023-08-06,Victoire
184,21,6,2020-12-24,Victoire
185,51,6,2021-12-20,Defaite
186,50,6,2024-04-18,Victoire
187,78,6,2023-03-25,Defaite
188,6,6,2022-05-06,Victoire
189,39,6,2024-05-05,Defaite
190,1,6,2019-04-05,Defaite
191,33,6,2023-12-07,Defaite
192,2,6,2020-04-02,Victoire
193,11,6,2019-02-21,Victoire
194,49,6,2019-12-08,Defaite
195,59,6,2021-07-16,Defaite
196,53,6,2021-01-26,Defaite
197,13,6,2019-07-24,Defaite
198,76,6,2023-02-16,Defaite
199,73,6,2024-04-29,Victoire
200,61,6,2019-10-17,Victoire
201,56,6,2023-01-31,Victoire
202,4,6,2019-03-29,Defaite
203,14,6,2022-07-23,Defaite
204,69,6,2024-05-18,Victoire
205,63,6,2022-04-09,Victoire
206,60,6,2024-08-10,Victoire
207,34,6,2021-11-05,Victoire
208,26,6,2019-08-08,Victoire
209,56,7,2019-01-27,Victoire
210,76,7,2024-01-29,Defaite
211,34,7,2019-06-01,Defaite
212,46,7,2019-08-19,Victoire
213,4,7,2019-12-19,Defaite
214,73,7,2019-05-28,Defaite
215,1,7,2020-03-23,Defaite
216,63,7,2020-02-07,Victoire
217,68,7,2022-10-09,Victoire
218,14,7,2020-07-24,Victoire
219,9,7,2021-10-06,Victoire
220,26,7,2021-08-29,Victoire
221,62,7,2024-04-21,Victoire
222,6,7,2021-02-16,Victoire
223,12,7,2022-08-26,Defaite
224,57,7,2022-04-06,Victoire
225,80,7,2022-12-30,Victoire
226,11,7,2021-11-21,Victoire
227,29,7,2023-10-17,Victoire
228,20,7,2021-09-21,Victoire
229,32,7,2019-07-16,Victoire
230,13,7,2020-01-25,Victoire
231,47,7,2021-11-16,Victoire
232,41,7,2022-04-28,Victoire
233,54,7,2020-10-02,Defaite
234,27,7,2019-03-10,Victoire
235,50,7,2023-02-17,Victoire
236,77,7,2022-03-12,Defaite
237,61,7,2022-08-19,Defaite
238,55,7,2023-01-30,Victoire
239,19,7,2021-08-05,Victoire
240,59,7,2021-08-20,Defaite
241,45,7,2024-02-20,Victoire
242,7,7,2020-05-08,Victoire
243,33,7,2020-06-01,Defaite
244,79,7,2023-05-06,Defaite
245,53,7,2021-04-28,Defaite
246,43,7,2022-03-12,Victoire
247,23,7,2024-04-08,Victoire
248,42,7,2020-12-24,Victoire
249,66,7,2020-11-01,Defaite
250,3,7,2019-10-08,Defaite
251,72,7,2019-09-19,Defaite
252,75,7,2019-11-18,Defaite
253,2,7,2023-01-04,Victoire
254,58,7,2023-09-15,Defaite
255,28,7,2021-05-04,Defaite
256,18,7,2021-06-21,Defaite
257,78,7,2022-10-01,Victoire
258,15,7,2021-01-29,Victoire
259,21,7,2021-03-28,Victoire
260,35,7,2024-03-12,Victoire
261,65,7,2020-09-18,Defaite
262,30,7,2023-02-07,Defaite
263,36,7,2021-05-15,Defaite
264,25,7,2022-01-28,Defaite
265,74,7,2023-02-24,Defaite
266,69,7,2023-02-24,Victoire
267,16,7,2020-09-03,Defaite
268,46,8,2022-10-24,Victoire
269,18,8,2024-05-03,Victoire
270,4,8,2019-09-17,Victoire
271,47,8,2021-04-14,Victoire
272,15,8,2021-08-20,Victoire
273,54,8,2023-10-12,Victoire
274,72,8,2020-08-23,Defaite
275,34,8,2022-01-16,Defaite
276,23,8,2022-03-15,Defaite
277,52,8,2023-07-31,Victoire
278,66,8,2022-11-23,Victoire
279,77,8,2020-07-17,Victoire
280,21,8,2019-05-30,Victoire
281,62,8,2019-08-17,Defaite
282,3,8,2019-12-24,Victoire
283,53,9,2020-02-28,Defaite
284,50,9,2020-03-12,Defaite
285,47,9,2019-10-31,Victoire
286,70,9,2020-07-29,Victoire
287,63,9,2019-03-14,Victoire
288,4,9,2019-04-09,Victoire
289,73,9,2020-12-17,Victoire
290,66,9,2021-05-07,Defaite
291,9,9,2024-08-20,Victoire
292,55,9,2020-07-10,Victoire
293,57,9,2022-04-24,Victoire
294,42,9,2019-05-27,Victoire
295,61,9,2020-12-20,Defaite
296,6,9,2021-08-21,Victoire
297,33,9,2023-06-15,Victoire
298,71,9,2019-03-02,Defaite
299,80,9,2022-03-27,Defaite
300,62,9,2021-12-30,Victoire
301,56,9,2022-09-30,Victoire
302,51,9,2023-05-06,Defaite
303,58,9,2023-09-20,Victoire
304,29,9,2021-11-10,Defaite
305,45,9,2024-05-25,Victoire
306,15,9,2024-06-26,Victoire
307,67,9,2021-05-18,Victoire
308,44,9,2020-09-23,Victoire
309,32,9,2020-01-09,Victoire
310,5,9,2022-06-28,Victoire
311,24,9,2020-08-11,Defaite
312,40,9,2021-10-05,Defaite
313,75,9,2019-10-05,Defaite
314,60,9,2022-12-27,Victoire
315,30,9,2022-07-03,Defaite
316,21,9,2023-04-14,Defaite
317,16,9,2021-04-13,Defaite
318,23,9,2022-09-11,Defaite
319,7,9,2023-02-23,Victoire
320,59,9,2019-12-18,Victoire
321,11,9,2022-05-28,Victoire
322,38,9,2022-01-29,Victoire
323,27,9,2022-04-10,Victoire
324,79,9,2020-03-28,Victoire
325,36,9,2023-05-03,Victoire
326,39,9,2022-01-09,Victoire
327,76,9,2020-01-05,Defaite
328,64,10,2020-11-05,Victoire
329,16,10,2021-05-16,Defaite
330,48,10,2021-04-08,Victoire
331,20,10,2020-12-03,Victoire
332,78,10,2024-03-31,Victoire
333,51,10,2021-10-11,Defaite
334,49,10,2021-12-25,Victoire
335,80,10,2021-10-08,Defaite
336,7,10,2021-09-05,Victoire
337,22,10,2023-06-10,Victoire
338,8,10,2024-05-24,Victoire
339,37,10,2023-11-07,Victoire
340,13,10,2023-11-02,Victoire
341,62,10,2023-06-08,Defaite
342,73,10,2021-06-03,Victoire
343,14,10,2020-05-21,Defaite
344,67,10,2020-10-31,Defaite
345,15,10,2021-01-20,Defaite
346,35,10,2024-05-28,Defaite
347,44,10,2022-05-23,Victoire
348,71,10,2023-02-15,Defaite
349,46,10,2019-09-16,Defaite
350,58,10,2022-09-09,Victoire
351,72,10,2020-08-04,Victoire
352,74,10,2020-10-21,Defaite
353,42,10,2022-12-22,Defaite
354,38,10,2024-04-20,Defaite
355,32,10,2019-03-04,Victoire
356,68,10,2021-10-08,Victoire
357,31,10,2021-01-25,Defaite
358,26,10,2020-01-29,Victoire
359,53,10,2020-10-14,Defaite
360,76,10,2020-10-12,Victoire
361,56,10,2024-03-06,Victoire
362,11,10,2019-10-12,Victoire
363,36,10,2024-04-18,Victoire
364,55,10,2023-10-30,Victoire
365,43,10,2024-03-30,Defaite
366,29,10,2019-05-03,Defaite
367,50,10,2019-03-15,Defaite
368,47,10,2021-08-25,Victoire
369,23,10,2023-05-25,Victoire
370,39,10,2020-03-23,Victoire
371,33,10,2021-08-31,Defaite
372,12,10,2019-08-05,Defaite
373,24,10,2019-10-05,Defaite
374,30,10,2022-12-28,Victoire
375,66,10,2024-08-10,Defaite
376,79,10,2023-10-11,Defaite
377,65,10,2022-06-16,Defaite
378,69,10,2021-05-26,Defaite
379,19,10,2019-10-02,Defaite
380,3,10,2024-09-11,Victoire
381,6,10,2023-10-15,Defaite
382,18,10,2020-08-02,Victoire
383,10,10,2019-09-01,Defaite
384,45,10,2023-09-25,Victoire
385,25,10,2024-02-10,Victoire
386,28,10,2024-01-22,Defaite
387,9,10,2020-04-18,Victoire
388,57,10,2022-08-16,Victoire
389,77,10,2019-05-21,Defaite
390,27,10,2021-04-08,Defaite
391,74,11,2021-04-01,Defaite
392,37,11,2024-08-17,Victoire
393,42,11,2020-05-22,Victoire
394,17,11,2023-05-15,Defaite
395,78,11,2021-07-20,Defaite
396,1,11,2021-05-24,Victoire
397,58,11,2023-04-14,Defaite
398,31,11,2020-06-09,Victoire
399,28,11,2022-09-24,Defaite
400,5,11,2024-06-17,Victoire
401,53,11,2023-05-21,Victoire
402,80,11,2020-06-16,Defaite
403,63,11,2022-09-03,Defaite
404,43,11,2019-03-08,Defaite
405,75,11,2023-01-15,Defaite
406,13,11,2023-03-03,Defaite
407,68,11,2021-03-16,Defaite
408,48,11,2021-08-13,Victoire
409,15,11,2021-08-10,Defaite
410,36,11,2023-11-30,Defaite
411,33,11,2020-07-24,Defaite
412,45,11,2019-07-25,Victoire
413,65,11,2021-06-01,Defaite
414,72,11,2020-10-01,Victoire
415,29,11,2023-08-10,Defaite
416,16,11,2023-11-24,Defaite
417,51,11,2021-08-21,Defaite
418,62,11,2023-06-07,Victoire
419,32,11,2024-05-26,Victoire
420,3,11,2023-10-25,Defaite
421,56,11,2024-07-18,Defaite
422,38,11,2023-12-23,Defaite
423,34,11,2023-03-10,Defaite
424,60,11,2020-11-17,Victoire
425,10,11,2022-11-08,Victoire
426,4,11,2022-06-17,Defaite
427,40,11,2019-06-24,Victoire
428,47,11,2020-08-19,Victoire
429,14,11,2022-06-29,Victoire
430,30,11,2020-11-08,Defaite
431,8,11,2021-02-24,Defaite
432,25,11,2023-03-08,Defaite
433,24,11,2021-01-26,Victoire
434,77,11,2024-03-19,Victoire
435,21,11,2024-07-14,Victoire
436,54,11,2024-03-05,Defaite
437,73,11,2024-08-04,Defaite
438,76,11,2021-03-21,Defaite
439,7,11,2019-08-25,Victoire
440,49,11,2023-05-26,Victoire
441,55,11,2023-10-07,Defaite
442,22,11,2022-06-11,Victoire
443,26,11,2021-05-24,Victoire
444,79,11,2024-04-03,Defaite
445,69,11,2021-03-05,Victoire
446,20,11,2019-11-14,Victoire
447,9,11,2019-03-19,Victoire
448,18,11,2019-07-19,Defaite
449,44,11,2020-12-27,Victoire
450,35,11,2019-09-26,Defaite
451,61,11,2021-02-22,Victoire
452,46,11,2022-09-30,Victoire
453,39,11,2019-11-27,Victoire
454,11,11,2021-05-08,Victoire
455,27,11,2024-06-12,Defaite
456,54,12,2019-01-16,Victoire
457,74,12,2021-11-18,Victoire
458,47,12,2019-08-30,Defaite
459,18,12,2021-07-06,Defaite
460,65,12,2021-11-30,Defaite
461,34,12,2021-08-06,Victoire
462,17,12,2021-04-16,Defaite
463,61,12,2022-06-11,Victoire
464,20,12,2024-06-18,Defaite
465,16,12,2024-06-06,Defaite
466,62,12,2020-11-08,Victoire
467,51,12,2021-04-24,Victoire
468,38,12,2021-03-02,Victoire
469,70,12,2019-09-07,Victoire
470,41,12,2023-07-14,Victoire
471,59,12,2021-05-12,Defaite
472,73,12,2022-09-09,Defaite
473,55,12,2020-07-27,Defaite
474,33,12,2023-12-22,Defaite
475,23,12,2020-01-23,Victoire
476,72,12,2019-10-07,Victoire
477,64,12,2021-05-31,Victoire
478,11,12,2021-12-02,Victoire
479,4,12,2023-12-14,Defaite
480,6,12,2024-04-13,Defaite
481,22,12,2022-01-25,Victoire
482,46,12,2019-09-24,Victoire
483,24,12,2019-09-09,Victoire
484,60,12,2019-12-28,Defaite
485,29,12,2021-10-15,Defaite
486,25,12,2020-01-05,Defaite
487,76,12,2021-01-07,Defaite
488,19,12,2020-11-16,Defaite
489,77,12,2021-08-27,Victoire
490,57,12,2019-04-01,Defaite
491,45,12,2020-04-24,Defaite
492,5,12,2022-12-06,Defaite
493,13,12,2021-05-02,Victoire
494,40,13,2021-07-25,Defaite
495,4,13,2020-02-29,Defaite
496,62,13,2022-02-25,Defaite
497,31,13,2023-07-08,Victoire
498,53,13,2019-08-20,Defaite
499,30,13,2022-12-14,Victoire
500,36,13,2022-01-15,Victoire
501,29,13,2023-06-17,Victoire
502,33,13,2020-09-03,Defaite
503,52,13,2020-09-13,Defaite
504,16,13,2023-11-01,Victoire
505,38,13,2024-05-10,Defaite
506,64,13,2023-12-13,Defaite
507,55,13,2019-07-22,Defaite
508,11,13,2020-06-21,Defaite
509,66,13,2023-10-25,Victoire
510,43,13,2024-06-10,Victoire
511,47,13,2024-07-10,Victoire
512,72,13,2019-08-10,Defaite
513,60,13,2022-04-21,Defaite
514,22,13,2021-11-01,Victoire
515,48,13,2020-07-24,Victoire
516,21,13,2019-02-21,Victoire
517,44,13,2019-08-16,Defaite
518,19,13,2022-02-13,Defaite
519,14,13,2019-08-22,Victoire
520,75,13,2022-10-28,Defaite
521,56,13,2020-09-03,Defaite
522,68,13,2020-06-27,Victoire
523,49,13,2019-03-13,Defaite
524,59,13,2023-10-01,Victoire
525,8,13,2019-10-28,Defaite
526,71,13,2019-06-21,Defaite
527,32,13,2021-06-09,Victoire
528,74,13,2020-11-20,Defaite
529,57,13,2020-12-01,Victoire
530,3,13,2023-10-06,Victoire
531,78,13,2020-04-27,Defaite
532,23,13,2019-04-23,Defaite
533,37,13,2024-03-01,Victoire
534,45,13,2021-03-22,Victoire
535,51,13,2021-08-08,Victoire
536,34,13,2019-10-20,Defaite
537,67,13,2024-04-17,Defaite
538,17,13,2020-03-23,Victoire
539,69,13,2020-07-22,Victoire
540,46,13,2022-05-22,Defaite
541,61,13,2023-06-01,Victoire
542,24,13,2023-12-29,Defaite
543,39,13,2020-02-05,Victoire
544,18,13,2022-08-19,Defaite
545,13,13,2024-07-15,Victoire
546,63,13,2019-02-10,Defaite
547,1,13,2020-02-16,Victoire
548,58,13,2021-05-05,Defaite
549,58,14,2021-10-10,Defaite
550,71,14,2020-12-24,Victoire
551,23,14,2019-02-11,Defaite
552,17,14,2019-01-03,Victoire
553,53,14,2020-08-16,Victoire
554,45,14,2021-04-23,Defaite
555,50,14,2020-12-04,Victoire
556,2,14,2020-08-03,Victoire
557,31,14,2019-09-20,Victoire
558,30,14,2024-06-01,Defaite
559,70,14,2024-09-01,Defaite
560,8,14,2022-08-31,Defaite
561,21,14,2020-10-26,Victoire
562,64,14,2019-07-14,Defaite
563,54,14,2023-04-10,Victoire
564,72,14,2020-04-05,Defaite
565,39,14,2021-09-25,Defaite
566,20,14,2024-05-17,Victoire
567,14,14,2024-04-12,Victoire
568,43,14,2022-06-29,Victoire
569,41,14,2024-08-16,Victoire
570,27,14,2021-05-04,Defaite
571,80,14,2024-09-03,Defaite
572,1,14,2022-07-26,Defaite
573,56,14,2021-08-11,Victoire
574,5,14,2022-08-12,Victoire
575,65,14,2022-10-01,Victoire
576,4,14,2019-03-04,Victoire
577,79,14,2022-01-08,Defaite
578,66,14,2020-08-15,Victoire
579,74,14,2022-11-16,Defaite
580,9,14,2020-01-17,Victoire
581,19,14,2024-06-01,Defaite
582,3,14,2021-12-06,Defaite
583,59,14,2023-01-03,Defaite
584,10,14,2022-10-10,Victoire
585,7,14,2020-07-31,Victoire
586,69,14,2024-04-15,Defaite
587,60,14,2023-12-03,Victoire
588,77,14,2020-03-22,Victoire
589,48,14,2021-07-30,Defaite
590,11,14,2022-08-25,Defaite
591,57,14,2022-06-19,Defaite
592,46,14,2022-04-12,Defaite
593,33,14,2021-05-27,Defaite
594,47,14,2020-03-08,Victoire
595,61,14,2022-03-03,Defaite
596,32,14,2021-05-28,Victoire
597,35,14,2023-10-25,Victoire
598,34,14,2024-07-27,Victoire
599,16,14,2023-03-30,Victoire
600,22,14,2023-12-06,Defaite
601,73,14,2023-08-26,Defaite
602,62,14,2021-07-12,Defaite
603,52,14,2022-12-25,Defaite
604,40,14,2023-03-11,Defaite
605,76,14,2023-05-20,Defaite
606,18,14,2021-10-10,Victoire
607,37,14,2019-10-22,Victoire
608,51,14,2020-08-07,Victoire
609,36,14,2024-03-23,Defaite
610,67,14,2020-03-27,Victoire
611,44,14,2021-07-02,Defaite
612,6,14,2021-03-24,Victoire
613,13,14,2021-09-17,Victoire
614,29,14,2020-02-04,Victoire
615,42,14,2021-05-06,Defaite
616,55,14,2021-03-22,Defaite
617,24,14,2023-12-25,Victoire
618,75,14,2019-07-22,Victoire
619,38,14,2023-08-29,Victoire
620,63,14,2024-01-02,Victoire
621,26,14,2020-10-14,Victoire
622,25,14,2021-11-05,Defaite
623,15,14,2019-12-07,Victoire
624,28,14,2022-02-24,Victoire
625,49,14,2019-10-28,Defaite
626,68,14,2020-10-22,Defaite
627,78,14,2022-11-29,Defaite
628,26,15,2020-12-28,Victoire
629,30,15,2019-07-11,Victoire
630,29,15,2023-04-26,Victoire
631,2,15,2019-12-01,Defaite
632,51,15,2021-08-05,Defaite
633,8,15,2022-08-26,Victoire
634,54,15,2019-05-09,Victoire
635,1,15,2019-02-17,Defaite
636,37,15,2023-07-19,Victoire
637,40,15,2022-11-18,Victoire
638,22,15,2021-07-20,Victoire
639,43,15,2023-06-27,Defaite
640,77,15,2020-07-21,Defaite
641,50,15,2021-04-13,Defaite
642,68,15,2020-03-30,Victoire
643,71,15,2023-10-18,Victoire
644,21,15,2022-10-26,Defaite
645,47,15,2021-01-23,Defaite
646,13,15,2020-05-24,Victoire
647,59,15,2022-11-09,Defaite
648,7,15,2021-10-05,Defaite
649,45,15,2021-02-24,Defaite
650,24,15,2019-12-12,Defaite
651,64,15,2022-01-25,Victoire
652,75,15,2022-12-03,Defaite
653,67,15,2019-11-04,Victoire
654,23,15,2023-02-20,Victoire
655,63,15,2019-07-20,Defaite
656,15,15,2020-11-18,Victoire
657,38,15,2019-12-25,Defaite
658,31,15,2019-11-08,Victoire
659,10,15,2020-04-07,Victoire
660,27,15,2024-08-31,Defaite
661,49,15,2021-12-12,Victoire
662,70,15,2020-04-06,Defaite
663,39,15,2024-06-13,Defaite
664,78,15,2021-08-17,Victoire
665,55,15,2020-08-20,Victoire
666,4,15,2019-10-23,Defaite
667,62,15,2021-05-10,Defaite
668,33,15,2023-03-14,Defaite
669,80,15,2021-01-06,Defaite
670,3,15,2021-09-12,Defaite
671,46,15,2022-04-12,Victoire
672,5,15,2020-01-30,Defaite
673,76,15,2024-03-20,Victoire
674,56,15,2024-01-28,Victoire
675,20,15,2020-04-30,Victoire
676,17,15,2019-01-01,Victoire
677,16,15,2019-01-21,Defaite
678,36,15,2020-10-15,Defaite
679,69,15,2019-06-18,Victoire
680,18,15,2020-09-19,Defaite
681,11,15,2023-10-28,Defaite
682,74,15,2023-11-23,Defaite
683,19,15,2022-04-24,Defaite
684,79,15,2023-09-01,Defaite
685,64,16,2022-04-19,Victoire
686,44,16,2024-01-18,Defaite
687,33,16,2020-11-06,Defaite
688,48,16,2023-09-08,Victoire
689,28,16,2024-04-04,Defaite
690,45,16,2019-04-30,Defaite
691,27,16,2019-02-12,Defaite
692,16,16,2022-01-21,Defaite
693,62,16,2022-09-18,Defaite
694,43,17,2022-12-29,Victoire
695,77,17,2024-01-30,Defaite
696,46,17,2020-10-30,Victoire
697,62,17,2024-02-08,Defaite
698,58,17,2022-02-25,Defaite
699,26,17,2024-01-03,Defaite
700,55,17,2019-11-02,Victoire
701,12,17,2020-03-18,Victoire
702,20,17,2020-02-29,Victoire
703,9,17,2019-11-16,Victoire
704,19,17,2019-01-30,Victoire
705,3,17,2024-02-28,Victoire
706,35,17,2020-07-03,Defaite
707,24,17,2023-08-19,Defaite
708,44,17,2021-05-27,Victoire
709,79,17,2020-07-08,Defaite
710,17,17,2021-08-16,Victoire
711,72,17,2019-07-29,Defaite
712,60,17,2019-11-28,Defaite
713,31,17,2020-04-07,Victoire
714,21,17,2021-10-31,Victoire
715,57,17,2022-12-26,Defaite
716,37,17,2022-09-09,Defaite
717,54,17,2023-09-24,Victoire
718,36,17,2020-04-14,Victoire
719,65,17,2023-03-02,Defaite
720,69,17,2019-09-09,Victoire
721,30,17,2023-08-11,Defaite
722,33,17,2024-05-19,Defaite
723,45,17,2020-07-31,Victoire
724,51,17,2021-03-11,Victoire
725,14,17,2020-11-29,Defaite
726,50,17,2023-10-31,Defaite
727,34,17,2021-06-23,Victoire
728,53,17,2022-09-06,Victoire
729,28,17,2023-05-21,Defaite
730,71,17,2020-04-20,Victoire
731,16,17,2020-02-18,Defaite
732,68,17,2019-10-11,Victoire
733,59,17,2023-07-20,Victoire
734,11,17,2020-09-18,Defaite
735,47,17,2021-06-21,Defaite
736,10,17,2019-04-29,Victoire
737,74,17,2021-09-16,Defaite
738,15,17,2019-07-12,Defaite
739,61,17,2021-04-08,Victoire
740,78,17,2023-01-20,Defaite
741,66,17,2022-12-04,Defaite
742,13,17,2024-02-16,Defaite
743,48,17,2021-08-22,Victoire
744,22,17,2022-10-10,Victoire
745,76,17,2019-11-12,Defaite
746,49,17,2024-04-29,Defaite
747,42,18,2020-10-19,Defaite
748,79,18,2022-04-08,Victoire
749,63,18,2024-08-06,Defaite
750,72,18,2020-08-01,Victoire
751,30,18,2022-07-22,Defaite
752,39,18,2020-10-25,Defaite
753,12,18,2020-07-11,Defaite
754,68,18,2022-03-13,Victoire
755,46,18,2023-11-12,Victoire
756,31,18,2024-01-12,Victoire
757,80,18,2021-02-03,Defaite
758,24,18,2019-10-23,Defaite
759,10,18,2023-06-19,Defaite
760,2,18,2020-09-10,Victoire
761,61,18,2019-08-13,Victoire
762,52,18,2021-07-27,Victoire
763,67,18,2022-05-08,Defaite
764,66,18,2020-12-13,Victoire
765,76,18,2023-11-03,Victoire
766,51,18,2021-02-15,Victoire
767,28,18,2019-02-24,Defaite
768,1,18,2020-06-30,Victoire
769,36,18,2019-05-30,Victoire
770,75,18,2021-08-21,Victoire
771,71,18,2020-03-09,Victoire
772,37,18,2020-10-24,Victoire
773,32,18,2021-11-18,Victoire
774,21,18,2021-09-10,Victoire
775,4,18,2022-03-03,Victoire
