id,id_objet,id_dresseur,quantite
511,160,1,1
512,219,1,1
513,844,1,10
514,1086,1,9
515,953,1,10
516,18,1,5
517,1172,1,7
518,532,1,8
519,1177,1,9
520,959,1,6
521,210,1,6
522,560,1,8
523,353,1,5
524,507,1,9
525,1242,1,8
526,647,1,3
527,674,1,3
528,612,1,8
529,269,1,4
530,225,1,2
531,544,1,2
532,468,1,7
533,409,1,5
534,186,1,8
535,27,1,4
536,349,1,4
537,795,1,6
538,875,1,2
539,321,1,4
540,714,1,5
541,610,1,5
542,653,1,6
543,952,1,5
544,1247,1,6
545,659,1,4
546,552,1,8
547,1149,1,9
548,614,1,1
549,207,1,8
550,737,1,10
551,1216,1,4
552,772,1,9
553,51,1,1
554,229,1,3
555,397,1,1
556,181,1,9
557,523,1,3
558,172,1,10
559,935,1,4
560,562,1,6
561,909,1,1
562,273,1,4
563,592,1,3
564,39,1,4
565,815,1,5
566,1252,1,7
567,911,1,4
568,1255,1,3
569,159,1,2
570,841,1,10
571,237,1,10
572,462,1,1
573,250,1,10
574,547,1,4
575,808,1,3
576,44,1,9
577,97,1,10
578,1163,1,8
579,540,1,1
580,63,1,1
581,1207,1,10
582,96,1,10
583,919,1,7
584,418,1,9
585,413,1,4
586,56,1,2
587,964,1,7
588,316,1,2
589,699,1,7
590,694,1,2
591,1169,1,5
592,755,1,8
593,692,1,10
594,265,1,4
595,819,1,7
596,76,1,9
597,103,1,3
598,444,1,8
599,516,1,4
600,1140,1,4
601,775,1,4
602,1249,1,3
603,759,1,5
604,604,1,10
605,760,1,6
606,374,1,10
607,1197,1,9
608,1093,1,4
609,1120,1,4
610,1234,1,10
611,378,1,1
612,580,1,1
613,715,1,3
614,1223,1,8
615,1265,1,10
616,646,1,8
617,1235,1,9
618,238,1,6
619,823,1,1
620,701,1,2
621,35,1,6
622,357,1,5
623,1127,1,7
624,670,1,8
625,624,1,1
626,637,1,5
627,536,1,7
628,68,1,10
629,49,1,3
630,109,1,1
631,1076,1,4
632,1159,1,5
633,534,1,1
634,305,1,6
635,713,1,4
636,482,1,3
637,735,1,9
638,538,1,1
639,693,1,5
640,539,1,2
641,241,1,1
642,704,1,10
643,451,1,4
644,664,1,3
645,681,1,10
646,107,1,8
647,520,1,9
648,1139,1,3
649,58,1,9
650,320,1,3
651,494,1,1
652,581,1,2
653,135,1,7
654,67,1,8
655,80,1,2
656,598,1,9
657,220,1,10
658,333,1,10
659,504,1,8
660,34,1,9
661,165,1,5
662,214,1,1
663,858,1,4
664,158,1,10
665,1107,1,5
666,1075,1,1
667,64,1,2
668,294,1,1
669,30,1,6
670,920,1,8
671,589,1,3
672,1241,1,6
673,1175,1,8
674,245,1,3
675,818,1,7
676,529,1,10
677,1142,1,1
678,382,1,9
679,74,1,10
680,197,1,1
681,488,1,5
682,906,1,6
683,1119,1,1
684,956,1,5
685,625,1,4
686,525,1,4
687,1270,1,10
688,541,1,1
689,117,1,4
690,280,1,10
691,1133,1,3
692,496,1,2
693,941,1,10
694,856,1,8
695,383,1,7
696,432,1,1
697,1156,1,6
698,635,1,10
699,285,1,9
700,977,1,8
701,407,1,3
702,1206,1,2
703,334,1,8
704,831,1,10
705,261,1,1
706,932,1,4
707,22,1,6
708,190,1,4
709,50,1,8
710,322,1,1
711,268,1,5
712,657,1,9
713,347,1,5
714,195,1,3
715,1213,1,8
716,1138,1,9
717,429,1,4
718,224,1,9
719,203,1,9
720,1231,1,9
721,553,1,2
722,1243,1,4
723,251,1,6
724,1263,1,4
725,1202,1,2
726,531,1,6
727,189,1,8
728,576,1,4
729,1245,1,2
730,389,1,6
731,638,1,1
732,700,1,8
733,40,1,4
734,1129,1,3
735,194,1,4
736,608,1,10
737,399,1,7
738,1118,1,6
739,690,1,1
740,881,1,1
741,208,1,3
742,384,1,2
743,917,1,7
744,656,1,2
745,666,1,3
746,1151,1,2
747,111,1,2
748,545,1,3
749,833,1,10
750,303,1,10
751,594,1,5
752,1097,1,3
753,955,1,6
754,162,1,10
755,814,1,10
756,379,1,2
757,966,1,2
758,98,1,2
759,446,1,9
760,31,1,9
761,672,1,7
762,1168,1,6
763,1137,1,1
764,708,1,10
765,1200,1,5
766,84,1,5
767,154,1,8
768,530,1,2
769,511,1,10
770,767,1,5
771,723,1,3
772,175,1,2
773,344,1,5
774,505,1,7
775,1192,1,1
776,626,1,5
777,1145,1,5
778,605,1,8
779,32,1,10
780,45,1,1
781,91,1,8
782,254,1,8
783,156,1,10
784,1161,1,5
785,454,1,4
786,402,1,8
787,396,1,10
788,854,1,1
789,629,1,7
790,104,1,3
791,1218,1,5
792,845,1,1
793,945,2,1
794,971,2,4
795,360,2,7
796,757,2,7
797,367,2,8
798,294,2,4
799,165,2,9
800,211,2,2
801,342,2,6
802,409,2,8
803,768,2,10
804,357,2,8
805,758,2,2
806,414,2,6
807,196,2,10
808,954,2,1
809,854,2,10
810,179,2,6
811,937,2,10
812,761,2,9
813,441,2,6
814,385,2,8
815,153,2,8
816,1151,2,5
817,825,2,5
818,419,2,8
819,38,2,7
820,858,2,4
821,635,2,5
822,574,2,1
823,332,2,8
824,533,2,2
825,213,2,9
826,700,2,4
827,474,2,1
828,1246,2,7
829,1104,2,9
830,594,2,5
831,355,2,10
832,237,2,8
833,561,2,4
834,1250,2,9
835,625,2,10
836,15,2,2
837,66,2,3
838,629,2,2
839,1150,2,5
840,847,2,10
841,488,2,1
842,688,2,3
843,176,2,3
844,200,2,1
845,731,2,4
846,365,2,5
847,2,2,9
848,730,2,7
849,1086,2,9
850,98,2,4
851,97,2,7
852,1096,2,2
853,349,2,7
854,461,2,3
855,468,2,4
856,1202,2,6
857,266,2,4
858,655,2,9
859,11,2,4
860,851,2,3
861,40,2,2
862,883,2,2
863,1153,2,4
864,946,2,1
865,634,2,2
866,647,2,8
867,905,2,3
868,104,2,10
869,58,2,6
870,1258,2,4
871,1120,2,7
872,76,2,3
873,773,2,6
874,202,2,3
875,6,2,1
876,352,2,3
877,743,2,8
878,416,2,1
879,1215,2,7
880,464,2,10
881,180,2,7
882,95,2,1
883,420,2,6
884,71,2,6
885,383,2,6
886,763,2,5
887,1126,2,1
888,972,2,5
889,830,2,5
890,462,2,10
891,341,2,7
892,280,2,3
893,282,2,7
894,329,2,1
895,1211,2,1
896,442,2,10
897,417,2,6
898,774,3,7
899,960,3,3
900,974,3,7
901,200,3,5
902,181,3,6
903,819,3,6
904,26,3,2
905,679,3,4
906,520,3,6
907,355,3,10
908,95,3,1
909,362,3,4
910,553,3,9
911,75,3,9
912,283,3,6
913,306,3,3
914,40,3,8
915,1077,3,2
916,1204,3,10
917,965,3,8
918,666,3,6
919,405,3,3
920,71,3,4
921,912,3,7
922,682,3,5
923,37,3,9
924,599,3,6
925,620,3,10
926,314,3,6
927,1099,3,2
928,1181,3,7
929,668,3,9
930,329,3,8
931,482,3,10
932,212,3,9
933,696,3,3
934,1128,3,6
935,742,3,2
936,914,3,4
937,440,3,1
938,272,3,10
939,25,3,1
940,202,3,8
941,1234,3,4
942,678,3,3
943,727,3,2
944,462,3,3
945,1209,3,3
946,488,3,9
947,821,3,4
948,300,3,8
949,325,3,1
950,407,3,3
951,70,3,8
952,966,3,3
953,167,3,5
954,712,3,10
955,1264,3,8
956,83,3,1
957,962,3,5
958,1175,3,7
959,414,3,4
960,562,3,6
961,1191,3,1
962,373,3,4
963,763,3,5
964,1229,3,1
965,1090,3,4
966,590,3,10
967,264,3,7
968,107,3,6
969,1235,3,4
970,594,3,10
971,529,3,7
972,674,3,9
973,209,3,6
974,444,3,4
975,1148,3,5
976,1188,3,10
977,683,3,4
978,658,3,9
979,645,3,4
980,149,3,9
981,336,3,2
982,690,3,1
983,492,3,1
984,257,3,10
985,235,3,6
986,244,3,2
987,442,3,8
988,1220,3,2
989,384,3,3
990,928,3,9
991,394,3,7
992,415,3,1
993,613,3,9
994,263,3,5
995,116,3,3
996,316,3,8
997,880,3,4
998,487,3,4
999,549,3,9
1000,713,3,8
1001,1164,3,5
1002,368,3,3
1003,27,3,4
1004,199,3,6
1005,1135,3,9
1006,460,3,4
1007,1267,3,2
1008,709,3,5
1009,651,3,6
1010,50,3,8
1011,392,3,3
1012,73,3,7
1013,559,3,1
1014,692,3,5
1015,586,3,3
1016,205,3,4
1017,744,3,2
1018,512,3,8
1019,335,3,7
1020,292,3,3
1021,829,3,6
1022,938,3,1
1023,254,3,5
1024,1266,3,10
1025,447,3,6
1026,506,3,4
1027,930,3,9
1028,514,3,9
1029,221,3,7
1030,29,3,4
1031,1278,3,6
1032,397,3,3
1033,164,3,2
1034,643,3,6
1035,98,3,10
1036,1232,3,3
1037,1168,3,2
1038,665,3,10
1039,57,3,6
1040,596,3,7
1041,1137,3,1
1042,1244,3,3
1043,884,3,1
1044,731,3,8
1045,102,3,9
1046,931,3,3
1047,340,3,10
1048,285,3,5
1049,550,3,3
1050,1125,3,3
1051,23,3,9
1052,1206,3,1
1053,49,3,2
1054,517,3,4
1055,1176,3,9
1056,445,3,5
1057,1192,3,5
1058,836,3,3
1059,509,3,7
1060,478,3,7
1061,936,3,3
1062,271,3,7
1063,612,3,2
1064,721,3,6
1065,1215,3,7
1066,737,3,1
1067,152,3,3
1068,1114,3,5
1069,916,3,1
1070,346,3,6
1071,808,3,6
1072,773,3,3
1073,248,3,8
1074,670,3,2
1075,572,3,9
1076,383,3,1
1077,408,3,10
1078,393,3,3
1079,216,3,10
1080,360,3,4
1081,653,3,4
1082,1196,3,3
1083,326,3,8
1084,1080,3,1
1085,1186,3,1
1086,479,3,6
1087,1104,3,8
1088,1075,3,10
1089,1197,3,2
1090,1222,3,7
1091,637,3,4
1092,13,3,3
1093,522,3,1
1094,1162,3,6
1095,1198,3,4
1096,762,3,2
1097,548,3,9
1098,580,3,9
1099,47,3,4
1100,451,3,3
1101,1172,3,1
1102,413,3,3
1103,404,3,5
1104,764,3,3
1105,639,3,2
1106,197,3,6
1107,504,3,4
1108,552,3,9
1109,353,3,10
1110,1096,3,7
1111,635,3,8
1112,217,3,5
1113,768,3,8
1114,524,3,10
1115,913,3,7
1116,250,3,8
1117,760,3,10
1118,607,3,6
1119,1095,3,5
1120,1182,3,4
1121,817,3,2
1122,609,3,7
1123,708,3,4
1124,275,3,10
1125,8,3,8
1126,1265,3,7
1127,80,3,6
1128,223,3,10
1129,388,3,8
1130,769,3,9
1131,395,3,6
1132,241,3,3
1133,45,3,2
1134,972,3,7
1135,1138,3,3
1136,159,3,6
1137,433,3,2
1138,328,3,4
1139,1117,3,3
1140,743,3,4
1141,1130,3,6
1142,818,3,8
1143,354,3,6
1144,583,3,7
1145,616,3,1
1146,1189,3,6
1147,500,3,10
1148,971,3,1
1149,1098,3,3
1150,330,3,6
1151,240,3,10
1152,908,3,6
1153,849,3,5
1154,16,3,8
1155,638,3,6
1156,752,3,5
1157,755,3,6
1158,518,3,4
1159,376,3,10
1160,455,3,6
1161,1238,3,4
1162,543,3,7
1163,112,3,3
1164,1213,3,8
1165,855,3,3
1166,1167,3,9
1167,542,3,6
1168,941,3,1
1169,85,3,1
1170,54,3,6
1171,961,3,2
1172,1094,3,3
1173,458,3,8
1174,238,3,9
1175,1118,3,2
1176,832,3,1
1177,239,3,5
1178,477,3,5
1179,63,3,9
1180,156,3,9
1181,359,3,10
1182,166,3,8
1183,53,3,6
1184,267,3,5
1185,218,3,8
1186,79,3,6
1187,1227,3,8
1188,595,3,6
1189,673,3,6
1190,21,3,10
1191,530,3,2
1192,1106,3,1
1193,44,3,4
1194,468,3,9
1195,1178,3,8
1196,820,3,1
1197,33,3,3
1198,1219,3,8
1199,108,3,5
1200,417,3,2
1201,1126,3,7
1202,1179,3,5
1203,934,3,3
1204,662,3,5
1205,1236,3,6
1206,3,3,3
1207,1208,3,7
1208,96,3,6
1209,939,3,2
1210,243,3,9
1211,291,3,5
1212,1142,3,10
1213,284,3,9
1214,208,3,7
1215,1111,3,4
1216,906,3,3
1217,294,3,7
1218,618,3,10
1219,160,3,6
1220,1091,3,9
1221,222,3,5
1222,474,3,4
1223,649,3,9
1224,258,3,5
1225,1163,3,3
1226,324,3,6
1227,560,3,5
1228,225,3,8
1229,917,3,10
1230,1183,3,4
1231,1221,3,9
1232,422,3,1
1233,194,3,9
1234,557,3,7
1235,106,3,3
1236,927,3,3
1237,1262,3,10
1238,211,3,4
1239,1145,3,9
1240,196,3,5
1241,1152,3,8
1242,521,3,3
1243,608,3,3
1244,226,3,6
1245,77,3,10
1246,175,3,1
1247,14,3,8
1248,617,3,5
1249,230,3,3
1250,723,3,8
1251,186,3,3
1252,770,3,4
1253,1140,3,5
1254,469,3,4
1255,90,3,2
1256,281,3,6
1257,398,3,9
1258,93,3,8
1259,78,3,5
1260,24,3,5
1261,1147,3,9
1262,663,3,6
1263,363,3,9
1264,434,3,10
1265,320,3,1
1266,301,3,10
1267,100,3,9
1268,879,3,3
1269,277,3,9
1270,195,3,1
1271,67,3,7
1272,624,3,3
1273,952,3,4
1274,1263,3,8
1275,246,3,10
1276,31,3,4
1277,224,3,1
1278,322,3,8
1279,9,3,7
1280,333,3,7
1281,967,3,7
1282,857,3,2
1283,655,3,10
1284,507,3,6
1285,963,3,4
1286,182,3,4
1287,453,3,7
1288,1110,3,5
1289,168,3,8
1290,348,3,1
1291,72,3,1
1292,409,3,4
1293,1097,3,5
1294,816,3,4
1295,215,3,10
1296,1205,3,4
1297,1155,3,9
1298,268,3,10
1299,881,3,9
1300,937,3,3
1301,715,3,7
1302,184,3,9
1303,955,3,1
1304,533,3,7
1305,564,3,7
1306,319,3,2
1307,118,3,3
1308,650,3,2
1309,661,3,4
1310,176,3,1
1311,910,3,9
1312,1151,3,6
1313,647,3,1
1314,532,3,3
1315,11,3,8
1316,1133,3,3
1317,111,3,4
1318,591,3,4
1319,534,3,10
1320,367,3,3
1321,6,3,9
1322,813,3,8
1323,471,3,1
1324,374,3,9
1325,841,3,3
1326,389,3,4
1327,546,3,6
1328,1143,3,6
1329,854,3,10
1330,676,3,8
1331,309,3,3
1332,604,3,5
1333,551,3,1
1334,856,3,4
1335,1174,3,10
1336,334,3,9
1337,1169,3,8
1338,1212,3,9
1339,43,3,6
1340,1146,3,9
1341,694,3,3
1342,1260,3,10
1343,809,3,8
1344,287,3,5
1345,153,3,6
1346,213,3,4
1347,484,3,7
1348,290,3,2
1349,173,3,4
1350,940,3,4
1351,372,3,4
1352,1269,3,9
1353,406,3,9
1354,174,3,10
1355,685,3,7
1356,441,3,4
1357,741,3,9
1358,52,3,1
1359,671,3,3
1360,448,3,5
1361,165,3,7
1362,493,3,7
1363,1139,3,3
1364,227,3,6
1365,411,3,9
1366,646,3,8
1367,396,3,4
1368,496,3,1
1369,847,3,6
1370,823,3,3
1371,503,3,7
1372,157,3,6
1373,825,3,8
1374,1252,3,4
1375,555,4,1
1376,399,4,6
1377,269,4,4
1378,620,4,7
1379,1158,4,4
1380,1127,4,4
1381,268,4,10
1382,85,4,9
1383,576,4,7
1384,1175,4,1
1385,674,4,3
1386,200,4,1
1387,502,4,9
1388,1136,4,4
1389,9,4,2
1390,485,4,5
1391,116,4,5
1392,202,4,4
1393,291,4,10
1394,643,4,6
1395,1090,4,5
1396,64,4,2
1397,346,4,2
1398,328,4,8
1399,292,4,10
1400,376,4,4
1401,1263,4,4
1402,159,4,3
1403,634,4,3
1404,351,4,9
1405,757,4,4
1406,647,4,10
1407,1256,4,10
1408,660,4,4
1409,762,4,3
1410,969,4,3
1411,226,4,10
1412,283,4,9
1413,189,4,2
1414,700,4,10
1415,330,4,5
1416,963,4,10
1417,471,4,7
1418,107,4,3
1419,207,4,4
1420,303,4,7
1421,425,4,8
1422,1148,4,2
1423,104,4,9
1424,397,4,5
1425,493,4,5
1426,626,4,4
1427,1194,4,9
1428,452,4,1
1429,614,4,6
1430,532,4,10
1431,229,4,6
1432,52,4,8
1433,836,4,1
1434,1248,4,2
1435,477,4,3
1436,185,4,7
1437,407,4,10
1438,54,4,4
1439,596,4,5
1440,158,4,2
1441,84,4,8
1442,1266,4,10
1443,29,4,10
1444,356,4,6
1445,775,4,8
1446,183,4,3
1447,1235,4,9
1448,1086,4,6
1449,403,4,5
1450,110,4,8
1451,382,4,5
1452,327,4,2
1453,1192,4,2
1454,591,4,7
1455,811,4,10
1456,754,4,9
1457,441,4,2
1458,773,4,3
1459,919,4,1
1460,1215,4,3
1461,1135,4,4
1462,545,4,4
1463,521,4,4
1464,497,4,6
1465,764,4,3
1466,1168,4,6
1467,857,4,5
1468,383,4,2
1469,1096,4,3
1470,1269,4,10
1471,379,4,9
1472,381,4,1
1473,443,4,4
1474,385,4,1
1475,319,4,8
1476,528,4,10
1477,1181,4,4
1478,855,4,2
1479,1172,4,9
1480,76,4,10
1481,44,4,4
1482,1218,4,2
1483,1179,4,3
1484,853,4,4
1485,1253,4,5
1486,1214,4,5
1487,58,4,3
1488,1199,4,7
1489,51,4,5
1490,413,4,6
1491,98,4,8
1492,712,4,7
1493,464,4,7
1494,480,4,10
1495,587,4,8
1496,70,4,6
1497,691,4,2
1498,1143,4,9
1499,77,4,10
1500,352,4,3
1501,469,4,8
1502,556,4,3
1503,255,4,7
1504,486,4,6
1505,317,4,3
1506,1249,4,1
1507,655,4,7
1508,398,4,6
1509,872,4,5
1510,958,4,3
1511,594,4,2
1512,175,4,4
1513,1185,4,3
1514,527,4,6
1515,690,4,1
1516,549,4,5
1517,488,4,6
1518,813,4,8
1519,525,4,9
1520,1076,4,2
1521,1260,4,9
1522,1139,4,5
1523,28,4,2
1524,275,4,4
1525,551,4,9
1526,33,4,7
1527,583,4,10
1528,108,4,5
1529,1093,4,3
1530,60,4,2
1531,1166,4,1
1532,1193,4,10
1533,325,4,4
1534,354,4,6
1535,223,4,2
1536,1212,4,5
1537,18,4,5
1538,724,4,8
1539,445,4,1
1540,856,4,9
1541,507,4,4
1542,155,4,6
1543,661,4,2
1544,506,4,6
1545,340,4,6
1546,959,4,6
1547,90,4,1
1548,1131,4,10
1549,680,4,5
1550,363,4,4
1551,1142,4,6
1552,377,4,3
1553,809,4,3
1554,310,4,10
1555,1267,4,2
1556,428,4,10
1557,1167,4,10
1558,62,4,10
1559,80,4,6
1560,733,4,10
1561,1186,4,5
1562,971,4,7
1563,967,4,10
1564,293,4,1
1565,149,4,5
1566,1190,4,5
1567,43,4,10
1568,755,4,9
1569,465,4,1
1570,1129,4,7
1571,350,4,9
1572,824,4,1
1573,1203,4,8
1574,306,4,3
1575,632,4,6
1576,362,4,4
1577,624,4,4
1578,254,4,3
1579,34,4,4
1580,1097,4,8
1581,686,4,1
1582,342,4,8
1583,501,4,10
1584,408,4,9
1585,171,4,7
1586,211,4,3
1587,639,4,5
1588,404,4,3
1589,1119,4,2
1590,650,4,10
1591,833,4,2
1592,561,4,6
1593,353,4,7
1594,472,4,1
1595,795,4,3
1596,280,4,7
1597,678,4,9
1598,696,4,6
1599,687,4,9
1600,246,4,5
1601,300,4,2
1602,1228,4,6
1603,473,4,5
1604,1165,4,5
1605,574,4,9
1606,536,4,9
1607,656,4,2
1608,41,4,3
1609,289,4,5
1610,447,4,8
1611,709,4,4
1612,931,4,8
1613,1270,4,10
1614,1243,4,8
1615,1,4,4
1616,218,4,2
1617,278,4,3
1618,375,4,6
1619,250,4,2
1620,96,4,4
1621,42,4,2
1622,498,4,10
1623,645,4,8
1624,689,4,8
1625,434,4,4
1626,688,4,2
1627,761,4,4
1628,1140,4,3
